text,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Visual Arts,Workplace
"what does it mean to become an adult? while it may seem like it brings freedom, the transition into adulthood can also create a gap between loved ones. for the teenagers who once laughed together, work, distance, and responsibilities widen the rift between them. reminiscence reminds them of the joy-filled times when they were more carefree, and even now, through thick and thin, their love perseveres.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the school love story is set at baramon high school, a private boys' school for the prefecture's most elite. the protagonist is a seventeen year old boy who transfers into the school and meets various major players on campus, such as the outlaw teacher, the soccer captain, and a childhood friend whom the protagonist has not seen for seven years. the school presents opportunities for friendship, love and conflict, and changes are now bound to happen in the main character's life.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"season 1 focuses on the wizard nelly and the mysterious najo as zorori, ishishi, and noshishi help them restore the magic forest in a magical country (episodes 1-50). season 2 focuses on puppe's search for the minus eel (episodes 51-97).",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a recap film of the first 6 episodes of the tv series. anne is an orphan full of imagination. when she arrives at her new home she learns that sometimes you have to be a sensible person too; at the same time her unique character changes, or at least attracts, the people around her. the story covers anne's growth from about eleven to seventeen years old as she makes friends, goes to school and studies. at a difficult point in her life, anne will have to make a hard choice and perhaps find a new dream.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the short is the third hana yori dango short about dangonosuke the samurai boy. in the story, dangonosuke rescues a woman captured by bandits.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"serial murders have recently plagued inaba, with the police struggling to find any leads. despite this, due to his parents going abroad for work, yuu narukami moves to the small town to live with his uncle for a year. he enrolls at yasogami high school, where he meets and befriends yousuke hanamura, chie satonaka, and yukiko amagi. while hanging out together after school, the group fills yuu in on the urban legend known as the ""midnight channel"" a mysterious tv channel that only appears at midnight on rainy days while the viewer is alone. curious about the claim, yuu decides to tune in that night, only to see the next victim of the serial murders appear on the screen instead. he also finds himself being drawn into the tv, which intrigues his newfound friends enough to want to investigate. yuu ends up falling into the world within the tv, which is blanketed by a thick fog and swarming with hostile creatures known as ""shadows."" realizing that this world is somehow connected to the murders, the investigation team forms with the goal of uncovering the mystery behind the incidents.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"the history, either daily life or life stories of sengoku warriors, is described using animals. we invite popular young actors and unique casts to voice out those sengoku warriors while joking about them. an anime that teases japan's history and sengoku warriors; that's ""sengoku choujuu giga.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"the story takes place in a trading city ert'aria. leicester maycraft is an item engineer belonging to an adventurer guild ""oasis."" one night, he is at a party with his friends to see a meteor stream on the rooftop of a chapel. one meteor grazes them and hits the steeple of the chapel. there he finds a secret room and a sleeping girl. the girl wakes up and says ""you must be my father!"" the encounter with the mysterious girl brings an unexpected adventure to leicester.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
story about a singer dancer. there is music and singing throughout almost the entire ova.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"animated bloopers, based on the extra section of the original manga series, included with the bd dvd series for kuroko no basket (both limited and normal editions).",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"in a black-and-white world, a lone man wanders unshielded from the rain. all around him are disfigured, strange faces covered by umbrellas. this is the only time the man can be his true self, for in the rain, everyone keeps to themselves, and no one looks his way.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"episode 1: fuyujima ni furu sakura diligent animators took banpresto's ""one piece cry heart fuyujima ni furu sakura "" (one piece cry heart the cherry blossoms that fall on winter island ) line of crane game prize figures and created a five-minute stop-motion short. the short recreates the famous ""hiluluk's cherry blossoms"" scene from eiichiro oda's manga and anime one piece. episode 2: fuyujima ni furu sakura a stop-motion animated video for banpresto's ""one piece cry heart children's dream "" line of crane game prize figures. the short recreates the famous ""oath of brothers"" scene from eiichiro oda's manga and anime. episode 3: ace no saigo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ano ko ni 1000 is a high school love story. azusa kawahara is the soccer team manager, and her love for childhood playmate ikumi is mutual. although the whole school knew what was happening between azusa and ikumi, there were rivals who came between them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"youko nakajima has only ever wanted to be normal. she does what she is asked, gets good grades, is the class president, and even helps her classmates whenever she can but because of her red hair, she has never fit in. with her pushover attitude, youko lets classmates take advantage of her, so she has nobody she can really call a friend. but on an otherwise ordinary day, a man who claims to be from another world barges into youko's classroom and bows before her. this elegant blond-haired man, keiki, claims that youko is his master and belongs on the throne of his kingdom. however, their first meeting is cut short as keiki has been followed by otherworldly beasts called youma. he is able to escape with youko into his own realm, but two other classmates ikuya asano and yuka sugimoto are caught up in the madness as well. unfortunately, their troubles have only just begun, as the youma attack leaves them separated from keiki. alone in this strange new land, these ordinary students must learn to fend for themselves or die.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unaired episode included with volume 7 of the blu-ray dvd.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
music video for the song flatwoods no monster mitai ni by eve and deu.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"equally charming and stern, heine wittgenstein is a brilliant man who commands respect, despite his short, childlike stature. thus, the king of grannzreich has called upon heine to undertake a daunting task that has driven away many before him become the new royal tutor to four princes who are in line for the throne. the four heirs each have very distinct and troublesome personalities: licht, the flirtatious youngest prince; his immature older brother, leonhard; bruno, the studious third prince; and kai, the oldest of the four and the most reserved. hilarity ensues as heine attempts to connect with each of the princes in order to groom them for the throne. however, heine's mysterious past and dark undercurrents in the present may threaten the harmony within the kingdom.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a group of friends nonoka komiya, koharu shiihara, shione togawa, and twins yuzuki and souta mizusaka once attempted to summon a flying saucer to grant their wishes. after thinking that they failed, they called it a day. however, soon afterward, nonoka abruptly moved out of kiriya city, breaking the bond of their circle. little did the group know, they were successful and the saucer has been floating in the sky since then, waiting to fulfill its purpose. seven years later, nonoka returns to kiriya, all but forgetting everything regarding her life there. she meets noel, a little girl wearing strange clothes, and through her, nonoka begins to remember the past and the friends she left behind. from there, she strives to reforge her severed relationship with the others as she uncovers the mysteries connecting noel, the saucer, and the wishes they once cherished together.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dan doh!! xi television commercial for the shounen sunday magazine.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
special episode included with the blu-ray box set of the original jewelpet tinkle anime series.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"based on the d.c.s.g. game manga. the story takes place 2 years after the happenings in the first series. a new, mysterious girl appears and attaches herself to jun'ichi. who is this new girl and which connection does she have to the sakura on hatsune island.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the second film in shin-ei's series of annual wwii themed anime television movies for children ""sensou douwa"" (war story).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
special episode of yoru wa neko to issho promoting gamera: rebirth.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"megumin is a young and passionate wizard from the crimson demon village, a remote community of mages with red eyes and a flair for the dramatic. she has devoted her life to mastering explosion magic, a powerful but impractical spell that leaves her drained of mana and unable to move for the rest of the day. regardless, she refuses to learn any other skills. along with her childhood friend and self-proclaimed rival, yunyun, megumin enrolls in the red prison: a prestigious academy for crimson demon magic users. there, she learns more about the secrets and history of her clan, as well as the threats and challenges they must face. as she polishes her power at the red prison with the help of her loyal familiar chomusuke and her adorable little sister komekko, megumin aims to become the greatest explosion wizard of all time!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"five years after the death of the emperor of marmo in the war of heroes, parn is now the free knight of lodoss, he and his old allies now famous through the land. however, the emperor's right-hand man, ashram, seeks the scepter of domination to re-unify lodoss under his former leader's banner. meanwhile, beyond his attempts at conquest lies a more sinister force beginning to set the stage for the resurrection of the goddess of death and destruction...",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a minna no uta music video for american-born singer chris hart's 5th single boku wa koko de ikiteiku.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
second season of urusei yatsura (2022).,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"as world war ii reaches its conclusion in 1945, japan faces widespread destruction in the form of american bombings, devastating city after city. hotaru no haka, also known as grave of the fireflies, is the story of seita and his sister setsuko, two japanese children whose lives are ravaged by the brutal war. they have lost their mother, their father, their home, and the prospect of a bright future all tragic consequences of the war. now orphaned and homeless, seita and setsuko have no choice but to drift across the countryside, beset by starvation and disease. met with the apathy of adults along the way, they find that desperate circumstances can turn even the kindest of people cruel yet their youthful hope shines brightly in the face of unrelenting hardship, preventing the siblings from swiftly succumbing to an inevitable fate.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a short movie produced by yasuji murata. based on the japanese fairy tale hanasaka jiijii, also called hanasaka jiisan. a kind old man and his wife dig up the ground where their dog is barking, and find koban (oval gold coins formerly used in japan) there.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"space age fairytale from the faraway future... planet magracia is a center for commerce with busy space traffic. a girl named lilly is intrigued by an enigmatic new girl in her school. she's the same age as lilly but mature compared to other students in her class. regarded aloof, she hasn't made any friend yet, it seems. her name is hikari. lilly can only watch her from distance, hoping for an opportunity to talk to her. then one day, a strange cat-like creature shows up in class, changing their ordinary life.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
based on the original story by studio zero.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""locke the superman, mirror ring"" is the 30th anniversary episode following '84, ""locke the superman, mirrenian the witch"" (theatrical version), '89, ""lordleon"" (ova) and '91, ""new world command"" (ova). in the space history year of 0375, the killing plan of esper and the imperial plan met with failure. run, who had executed these plans because of his partiality for his own self-made computer named elena, lived together with locke and near under their protection. at the same time, cassandra and barcov of the hackers netted the widely dispersed computers in each corner of space, and they succeeded in reviving some abandoned programs. this was the federal administrative computer, elena. she tried to start the previous imperial plan again. when locke found out about it, he set off to stop it. at the same time, the federal administration which detected something abnormal, also started to move. involving run and near who chased locke, the confusion was expanding to the entire galaxy...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"this is a story of an astronaut who is sent to a penal colony planet, and there meets an old woman who shows him the truth of life and love. originally a short manga in ""the lion books,"" it was made into an animated series. the chief character, jess, fights to bring down the dictator of the federation of the earth and other planets, but is arrested by the federal authorities and sent to a penal colony planet. the story focuses on him, using japanese noh drama ""kurozuka"" as a motif.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the super villain ling chen (alias penrose) accidentally traveled back to 2030 during a fierce battle with his arch-enemy superhero ye mu. at this time, he was not the feared penrose, but an ordinary high school student ling chen. before unfortunate events could happen again, ling chen decided to do his best to protect the people around him and prevent the tragedy from happening again!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"as technology advanced, humanity gradually colonized the entire solar system, occupying planetary facilities from mercury to pluto. this results in a large-scale athletic tournament, the ""daiundoukai,"" where several aspiring female athletes from all around the solar system compete. the winner of the tournament is crowned the ""cosmo beauty,"" obtaining a queenlike status. when outgoing potato farmer kanata akehoshi was a child, she witnessed a meteor-like object falling from the sky, crashing in a nearby forest. when she came to investigate the wreckage, she saw a damaged spaceship and a girl who seemed to have been in it weakened by the impact. the girl gave kanata two wristbands, alongside a request that kanata join the daiundoukai and become the cosmo beauty. kanata obliged, but before she could ask for the girl's name, she mysteriously disappeared leaving nothing,not even the crater caused by the crash. since then, kanata has devoted herself to training, aiming to fulfill her promise. after winning the qualifying round to represent the planet earth, kanata goes to the university satellite an institution where she and other candidates study to prepare themselves for the upcoming competition. there, she meets and befriends her fellow competitors, helping them get along with each other to perform better in the games. as kanata grows closer to the coveted title, so do her chances of meeting the girl who changed her fate and she discovers an underlying mystery behind the daiundoukai along the way.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bundled with the tenth limited-edition volume of blood lad manga.,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tora-chan and miike are working on the side of a tuna steamship and manage to run afoul of the short-tempered captain. but the captain makes plenty of trouble on his own!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"akiba-chan focuses on the daily life of akiba-chan and four fellow tv and game fans in the maison de akiba apartments. buildup entertainment (gundam: mission to the rise, macross plus) produced the computer animation with director junya kabe (specter, d) and character designer poyoyon rock (nurse witch komugi, starship girl yamamoto yohko).",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the music video of greeeen's song ""misenai namida wa, kitto itsuka"" follows a solitary girl as she struggles to change a world controlled by evil. it is the theme song of the live-action television series strawberry night.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"short animation by takashi ohashi, featuring music he composed to go accompany the work.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"since reincarnating into a new world, ryouma takebayashi has used his god-given graces to tame countless slimes and employ them to improve the lives of everyone around him. with the astonishing success of his laundry shop, bamboo forest, he is finally ready to take on new frontiers and open a branch in the neighboring city of lenaf. abiding by his promise with his dearest friend, eliaria jamil, ryouma makes every day count, whether learning new techniques, forming connections, or even discovering more species of slime.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"on christmas eve, hiro hirono runs into miyako miyamura, a frivolous girl who ""borrows"" his bicycle in order to chase down a purse thief. after hiro finds his bicycle wrecked and miyako unconscious, the two unexpectedly spend their christmas eve together, and when they discover they go to the same high school, their accidental relationship develops even further. this sparks the jealousy of hiro's childhood friend kei shindou, whose pure approach to life catches the eye of kyosuke tsutsumi, a womanizing photographer searching for the perfect shot. elsewhere, renji asou, a boy who dreams of being a girl's knight in shining armor, has a chance encounter with kei's twin sister the overly shy chihiro shindou, who spends her time reading alone at an abandoned train station. the two quickly become friends and eventually decide to write a novel together. however, when renji discovers chihiro's secret, his childish ideals are put to the test. guided by two mysterious adults, these youths' relationships intertwine in a heart-rending tale of love, rejection, acceptance, and memories.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
specials included in the queen's blade premium visual book's dvds.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mitsuki hattori has been recklessly overworking in hopes of becoming the right-hand man to her section chief, watanabe, one day. having always admired him from afar, she is saddened to learn that he will soon be transferring sections. before he leaves, mitsuki wants watanabe to notice how pretty she is.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"an original animation showcasing the outfits ruru wore in episode 4 of artiswitch, in the style of a runway fashion show.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a song about water and tears by oota hiromi that was featured on nhk's minna no uta.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"since the death of his wife, kouhei inuzuka has been caring for his young daughter tsumugi to the best of his abilities. however, with his lack of culinary knowledge and his busy job as a teacher, he is left relying on ready-made meals from convenience stores to feed the little girl. frustrated at his own incapability to provide a fresh, nutritious meal for his daughter, kouhei takes up an offer from his student, kotori iida, to come have dinner at her family's restaurant. but on their very first visit, the father and daughter discover that the restaurant is often closed due to kotori's mother being away for work and that kotori often eats alone. after much pleading from his pupil, kouhei decides to continue to go to the restaurant with tsumugi to cook and share delicious homemade food with kotori. amaama to inazuma follows the heartwarming story of a caring father trying his hardest to make his adorable little daughter happy, while exploring the meanings and values behind cooking, family, and the warm meals at home that are often taken for granted.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a full version of the theme song bytheway dance from the inazma delivery franchise posted on the official youtube channel. previously only a few seconds of the song and dance were used as the op of tutorial no toku dane fuku kitaru , the music variety program that the inazma delivery anime aired within. the posting was made in honor of the 2nd season completing its televised airing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
